team,date,attack,defence,full_age,midfield,overall,prestige,start_age
Australia,14 Feb  2017,71.0,69.0,5.0,72.0,72.0,5.0,5.0
Switzerland,14 Feb  2017,75.0,79.0,6.0,78.0,79.0,5.0,6.0
Sweden,14 Feb  2017,77.0,76.0,8.0,76.0,75.0,5.0,8.0
Republic of Ireland,14 Feb  2017,77.0,76.0,8.0,76.0,76.0,5.0,8.0
Korea Republic,14 Feb  2017,74.0,70.0,3.0,74.0,73.0,5.0,3.0
Belgium,14 Feb  2017,84.0,84.0,35.0,82.0,83.0,7.0,35.0
United States,14 Feb  2017,74.0,76.0,24.0,75.0,75.0,6.0,24.0
Norway,14 Feb  2017,73.0,73.0,9.0,74.0,74.0,4.0,9.0
Paraguay,14 Feb  2017,75.0,73.0,3.0,75.0,75.0,4.0,3.0
Ukraine,14 Feb  2017,73.0,70.0,0.0,72.0,76.0,14.0,0.0
Poland,14 Feb  2017,82.0,77.0,20.0,77.0,78.0,5.0,20.0
Bulgaria,14 Feb  2017,69.0,69.0,1.0,70.0,70.0,5.0,1.0
Finland,14 Feb  2017,71.0,69.0,7.0,70.0,71.0,3.0,7.0
Scotland,14 Feb  2017,73.0,72.0,8.0,75.0,74.0,4.0,8.0
Romania,14 Feb  2017,75.0,70.0,9.0,73.0,73.0,5.0,9.0
Austria,14 Feb  2017,76.0,76.0,4.0,79.0,77.0,4.0,4.0
Wales,14 Feb  2017,81.0,76.0,12.0,75.0,76.0,4.0,12.0
Slovenia,14 Feb  2017,73.0,71.0,1.0,76.0,74.0,5.0,1.0
Ecuador,14 Feb  2017,75.0,71.0,5.0,75.0,74.0,5.0,5.0
Tunisia,14 Feb  2017,75.0,71.0,1.0,71.0,73.0,3.0,1.0
Northern Ireland,14 Feb  2017,69.0,72.0,1.0,72.0,71.0,2.0,1.0
Hungary,14 Feb  2017,73.0,70.0,2.0,73.0,72.0,4.0,2.0
China PR,14 Feb  2017,66.0,60.0,6.0,64.0,64.0,3.0,6.0
Netherlands,14 Feb  2017,80.0,80.0,25.0,81.0,80.0,8.0,25.0
Czech Republic,14 Feb  2017,76.0,74.0,6.0,72.0,74.0,5.0,6.0
South Africa,14 Feb  2017,66.0,71.0,0.0,72.0,72.0,4.0,0.0
New Zealand,14 Feb  2017,72.0,65.0,2.0,65.0,66.0,2.0,2.0
Côte d'Ivoire,14 Feb  2017,76.0,76.0,3.0,77.0,76.0,6.0,3.0
Chile,14 Feb  2017,80.0,77.0,27.0,80.0,79.0,7.0,27.0
Colombia,14 Feb  2017,80.0,76.0,23.0,80.0,78.0,7.0,23.0
Peru,14 Feb  2017,69.0,68.0,14.0,69.0,69.0,3.0,14.0
Egypt,14 Feb  2017,72.0,69.0,8.0,72.0,72.0,5.0,8.0
Venezuela,14 Feb  2017,74.0,73.0,12.0,76.0,74.0,2.0,12.0
Bolivia,14 Feb  2017,71.0,66.0,6.0,68.0,68.0,1.0,6.0
India,14 Feb  2017,62.0,58.0,5.0,57.0,60.0,1.0,5.0
Canada,14 Feb  2017,69.0,67.0,4.0,72.0,68.0,2.0,4.0
Saudi Arabia,14 Feb  2017,73.0,73.0,1.0,72.0,72.0,4.0,1.0
Iceland,14 Feb  2017,75.0,71.0,2.0,73.0,72.0,3.0,2.0
Morocco,14 Feb  2017,74.0,77.0,0.0,77.0,76.0,3.0,0.0
Senegal,14 Feb  2017,77.0,76.0,1.0,77.0,76.0,7.0,1.0
Japan,14 Feb  2017,76.0,74.0,0.0,77.0,75.0,5.0,0.0
Iran,14 Feb  2017,76.0,71.0,0.0,71.0,74.0,3.0,0.0
Costa Rica,14 Feb  2017,69.0,73.0,0.0,73.0,73.0,3.0,0.0
Panama,14 Feb  2017,68.0,68.0,0.0,68.0,69.0,1.0,0.0
Brazil,09 Feb  2017,85.0,85.0,48.0,82.0,84.0,10.0,48.0
England,09 Feb  2017,84.0,81.0,24.0,82.0,82.0,8.0,24.0
Italy,09 Feb  2017,80.0,84.0,30.0,81.0,82.0,9.0,30.0
Spain,09 Feb  2017,83.0,86.0,32.0,85.0,85.0,9.0,32.0
France,09 Feb  2017,84.0,82.0,61.0,84.0,84.0,9.0,61.0
Germany,09 Feb  2017,82.0,84.0,63.0,85.0,85.0,10.0,63.0
Argentina,09 Feb  2017,88.0,80.0,38.0,82.0,83.0,9.0,38.0
Portugal,09 Feb  2017,85.0,82.0,37.0,82.0,83.0,8.0,37.0
Turkey,09 Feb  2017,78.0,78.0,12.0,79.0,78.0,6.0,12.0
Nigeria,09 Feb  2017,75.0,73.0,0.0,75.0,75.0,4.0,0.0
Denmark,09 Feb  2017,76.0,76.0,7.0,79.0,78.0,5.0,7.0
Russia,09 Feb  2017,79.0,76.0,6.0,77.0,77.0,6.0,6.0
Mexico,09 Feb  2017,79.0,77.0,50.0,80.0,79.0,7.0,50.0
Uruguay,09 Feb  2017,85.0,80.0,12.0,76.0,80.0,7.0,12.0
Greece,09 Feb  2017,77.0,77.0,5.0,73.0,75.0,6.0,5.0
Croatia,09 Feb  2017,80.0,78.0,1.0,82.0,80.0,6.0,1.0
Cameroon,09 Feb  2017,73.0,71.0,2.0,69.0,71.0,5.0,2.0
Serbia,09 Feb  2017,75.0,76.0,0.0,79.0,78.0,6.0,0.0
Australia,09 Feb  2017,71.0,69.0,5.0,72.0,72.0,5.0,5.0
Switzerland,09 Feb  2017,75.0,79.0,6.0,78.0,79.0,5.0,6.0
Sweden,09 Feb  2017,77.0,76.0,8.0,76.0,75.0,5.0,8.0
Republic of Ireland,09 Feb  2017,77.0,76.0,8.0,76.0,76.0,5.0,8.0
Korea Republic,09 Feb  2017,74.0,70.0,3.0,74.0,73.0,5.0,3.0
Belgium,09 Feb  2017,84.0,84.0,35.0,82.0,83.0,7.0,35.0
United States,09 Feb  2017,74.0,76.0,24.0,75.0,75.0,6.0,24.0
Norway,09 Feb  2017,73.0,73.0,9.0,74.0,74.0,4.0,9.0
Paraguay,09 Feb  2017,75.0,73.0,3.0,75.0,75.0,4.0,3.0
Ukraine,09 Feb  2017,73.0,70.0,0.0,72.0,76.0,14.0,0.0
Poland,09 Feb  2017,82.0,77.0,20.0,77.0,78.0,5.0,20.0
Bulgaria,09 Feb  2017,69.0,69.0,1.0,70.0,70.0,5.0,1.0
Finland,09 Feb  2017,71.0,69.0,7.0,70.0,71.0,3.0,7.0
Scotland,09 Feb  2017,73.0,72.0,8.0,75.0,74.0,4.0,8.0
Romania,09 Feb  2017,75.0,70.0,9.0,73.0,73.0,5.0,9.0
Austria,09 Feb  2017,76.0,76.0,4.0,79.0,77.0,4.0,4.0
Wales,09 Feb  2017,81.0,76.0,12.0,75.0,76.0,4.0,12.0
Slovenia,09 Feb  2017,73.0,71.0,1.0,76.0,74.0,5.0,1.0
Ecuador,09 Feb  2017,75.0,71.0,5.0,75.0,74.0,5.0,5.0
Tunisia,09 Feb  2017,75.0,71.0,1.0,71.0,73.0,3.0,1.0
Northern Ireland,09 Feb  2017,69.0,72.0,1.0,72.0,71.0,2.0,1.0
Hungary,09 Feb  2017,73.0,70.0,2.0,73.0,72.0,4.0,2.0
China PR,09 Feb  2017,66.0,60.0,6.0,64.0,64.0,3.0,6.0
Netherlands,09 Feb  2017,80.0,80.0,25.0,81.0,80.0,8.0,25.0
Czech Republic,09 Feb  2017,76.0,74.0,6.0,72.0,74.0,5.0,6.0
South Africa,09 Feb  2017,66.0,71.0,0.0,72.0,72.0,4.0,0.0
New Zealand,09 Feb  2017,72.0,65.0,2.0,65.0,66.0,2.0,2.0
Côte d'Ivoire,09 Feb  2017,76.0,76.0,3.0,77.0,76.0,6.0,3.0
Chile,09 Feb  2017,80.0,77.0,27.0,80.0,79.0,7.0,27.0
Colombia,09 Feb  2017,80.0,76.0,23.0,80.0,78.0,7.0,23.0
Peru,09 Feb  2017,69.0,68.0,14.0,69.0,69.0,3.0,14.0
Egypt,09 Feb  2017,72.0,69.0,8.0,72.0,72.0,5.0,8.0
Venezuela,09 Feb  2017,74.0,73.0,12.0,76.0,74.0,2.0,12.0
Bolivia,09 Feb  2017,71.0,66.0,6.0,68.0,68.0,1.0,6.0
India,09 Feb  2017,62.0,58.0,5.0,57.0,60.0,1.0,5.0
Canada,09 Feb  2017,69.0,67.0,4.0,72.0,68.0,2.0,4.0
Saudi Arabia,09 Feb  2017,73.0,73.0,1.0,72.0,72.0,4.0,1.0
Iceland,09 Feb  2017,75.0,71.0,2.0,73.0,72.0,3.0,2.0
Morocco,09 Feb  2017,74.0,77.0,0.0,77.0,76.0,3.0,0.0
Senegal,09 Feb  2017,77.0,76.0,1.0,77.0,76.0,7.0,1.0
Japan,09 Feb  2017,76.0,74.0,0.0,77.0,75.0,5.0,0.0
Iran,09 Feb  2017,76.0,71.0,0.0,71.0,74.0,3.0,0.0
Costa Rica,09 Feb  2017,69.0,73.0,0.0,73.0,73.0,3.0,0.0
Panama,09 Feb  2017,68.0,68.0,0.0,68.0,69.0,1.0,0.0
Brazil,06 Feb  2017,85.0,85.0,48.0,82.0,84.0,10.0,48.0
England,06 Feb  2017,84.0,81.0,24.0,81.0,82.0,8.0,24.0
Italy,06 Feb  2017,80.0,84.0,30.0,81.0,82.0,9.0,30.0
Spain,06 Feb  2017,83.0,86.0,32.0,85.0,85.0,9.0,32.0
France,06 Feb  2017,84.0,82.0,61.0,84.0,84.0,9.0,61.0
Germany,06 Feb  2017,82.0,84.0,63.0,85.0,85.0,10.0,63.0
Argentina,06 Feb  2017,88.0,80.0,38.0,82.0,83.0,9.0,38.0
Portugal,06 Feb  2017,85.0,82.0,37.0,82.0,83.0,8.0,37.0
Turkey,06 Feb  2017,78.0,78.0,12.0,79.0,78.0,6.0,12.0
Nigeria,06 Feb  2017,75.0,73.0,0.0,75.0,75.0,4.0,0.0
Denmark,06 Feb  2017,76.0,76.0,7.0,79.0,78.0,5.0,7.0
Russia,06 Feb  2017,78.0,77.0,6.0,77.0,77.0,6.0,6.0
Mexico,06 Feb  2017,79.0,77.0,50.0,80.0,79.0,7.0,50.0
Uruguay,06 Feb  2017,85.0,80.0,12.0,76.0,80.0,7.0,12.0
Greece,06 Feb  2017,75.0,77.0,5.0,74.0,76.0,6.0,5.0
Croatia,06 Feb  2017,80.0,78.0,1.0,82.0,80.0,6.0,1.0
Cameroon,06 Feb  2017,73.0,70.0,2.0,68.0,70.0,5.0,2.0
Serbia,06 Feb  2017,75.0,76.0,0.0,79.0,78.0,6.0,0.0
Australia,06 Feb  2017,71.0,69.0,5.0,72.0,72.0,5.0,5.0
Switzerland,06 Feb  2017,74.0,79.0,6.0,78.0,78.0,5.0,6.0
Sweden,06 Feb  2017,77.0,76.0,8.0,76.0,75.0,5.0,8.0
Republic of Ireland,06 Feb  2017,77.0,76.0,8.0,76.0,76.0,5.0,8.0
Korea Republic,06 Feb  2017,74.0,70.0,3.0,74.0,73.0,5.0,3.0
Belgium,06 Feb  2017,84.0,84.0,35.0,82.0,83.0,7.0,35.0
United States,06 Feb  2017,74.0,76.0,24.0,75.0,75.0,6.0,24.0
Norway,06 Feb  2017,73.0,73.0,9.0,74.0,74.0,4.0,9.0
Paraguay,06 Feb  2017,75.0,73.0,3.0,75.0,75.0,4.0,3.0
Ukraine,06 Feb  2017,73.0,70.0,0.0,72.0,76.0,14.0,0.0
Poland,06 Feb  2017,82.0,77.0,20.0,77.0,78.0,5.0,20.0
Bulgaria,06 Feb  2017,69.0,69.0,1.0,70.0,70.0,5.0,1.0
Finland,06 Feb  2017,71.0,69.0,7.0,70.0,71.0,3.0,7.0
Scotland,06 Feb  2017,74.0,72.0,8.0,75.0,74.0,4.0,8.0
Romania,06 Feb  2017,75.0,70.0,9.0,73.0,73.0,5.0,9.0
Austria,06 Feb  2017,76.0,76.0,4.0,79.0,77.0,4.0,4.0
Wales,06 Feb  2017,81.0,76.0,12.0,75.0,76.0,4.0,12.0
Slovenia,06 Feb  2017,75.0,72.0,1.0,75.0,74.0,5.0,1.0
Ecuador,06 Feb  2017,75.0,71.0,5.0,75.0,74.0,5.0,5.0
Tunisia,06 Feb  2017,75.0,71.0,1.0,71.0,73.0,3.0,1.0
Northern Ireland,06 Feb  2017,69.0,72.0,1.0,72.0,71.0,2.0,1.0
Hungary,06 Feb  2017,73.0,70.0,2.0,73.0,72.0,4.0,2.0
China PR,06 Feb  2017,62.0,60.0,6.0,63.0,64.0,3.0,6.0
Netherlands,06 Feb  2017,79.0,80.0,25.0,81.0,80.0,8.0,25.0
Czech Republic,06 Feb  2017,73.0,74.0,6.0,74.0,75.0,5.0,6.0
South Africa,06 Feb  2017,66.0,71.0,0.0,72.0,72.0,4.0,0.0
New Zealand,06 Feb  2017,72.0,65.0,2.0,65.0,66.0,2.0,2.0
Côte d'Ivoire,06 Feb  2017,76.0,76.0,3.0,77.0,76.0,6.0,3.0
Chile,06 Feb  2017,80.0,77.0,27.0,80.0,79.0,7.0,27.0
Colombia,06 Feb  2017,80.0,76.0,23.0,80.0,78.0,7.0,23.0
Peru,06 Feb  2017,69.0,68.0,14.0,69.0,69.0,3.0,14.0
Egypt,06 Feb  2017,73.0,70.0,8.0,72.0,72.0,5.0,8.0
Venezuela,06 Feb  2017,75.0,73.0,12.0,76.0,74.0,2.0,12.0
Bolivia,06 Feb  2017,71.0,66.0,6.0,68.0,68.0,1.0,6.0
India,06 Feb  2017,62.0,58.0,5.0,57.0,60.0,1.0,5.0
Canada,06 Feb  2017,69.0,67.0,4.0,72.0,68.0,2.0,4.0
Saudi Arabia,06 Feb  2017,73.0,73.0,1.0,72.0,72.0,4.0,1.0
Iceland,06 Feb  2017,75.0,71.0,2.0,73.0,72.0,3.0,2.0
Morocco,06 Feb  2017,74.0,77.0,0.0,77.0,76.0,3.0,0.0
Senegal,06 Feb  2017,77.0,76.0,1.0,77.0,76.0,7.0,1.0
Japan,06 Feb  2017,76.0,74.0,0.0,77.0,75.0,5.0,0.0
Iran,06 Feb  2017,76.0,71.0,0.0,71.0,74.0,3.0,0.0
Costa Rica,06 Feb  2017,69.0,73.0,0.0,73.0,73.0,3.0,0.0
Panama,06 Feb  2017,68.0,68.0,0.0,68.0,69.0,1.0,0.0
Brazil,02 Feb  2017,85.0,85.0,48.0,82.0,84.0,10.0,48.0
England,02 Feb  2017,84.0,81.0,24.0,81.0,82.0,8.0,24.0
Italy,02 Feb  2017,80.0,84.0,30.0,81.0,82.0,9.0,30.0
Spain,02 Feb  2017,83.0,86.0,32.0,85.0,85.0,9.0,32.0
France,02 Feb  2017,84.0,82.0,61.0,84.0,84.0,9.0,61.0
Germany,02 Feb  2017,82.0,84.0,63.0,85.0,85.0,10.0,63.0
Argentina,02 Feb  2017,88.0,80.0,38.0,82.0,83.0,9.0,38.0
Portugal,02 Feb  2017,85.0,82.0,37.0,82.0,83.0,8.0,37.0
Turkey,02 Feb  2017,78.0,78.0,12.0,79.0,78.0,6.0,12.0
Nigeria,02 Feb  2017,75.0,73.0,0.0,75.0,75.0,4.0,0.0
Denmark,02 Feb  2017,76.0,76.0,7.0,79.0,78.0,5.0,7.0
Russia,02 Feb  2017,78.0,77.0,6.0,77.0,77.0,6.0,6.0
Mexico,02 Feb  2017,79.0,77.0,50.0,80.0,79.0,7.0,50.0
Uruguay,02 Feb  2017,85.0,80.0,12.0,76.0,80.0,7.0,12.0
Greece,02 Feb  2017,75.0,77.0,5.0,74.0,76.0,6.0,5.0
Croatia,02 Feb  2017,80.0,78.0,1.0,82.0,80.0,6.0,1.0
Cameroon,02 Feb  2017,73.0,70.0,2.0,68.0,70.0,5.0,2.0
Serbia,02 Feb  2017,75.0,76.0,0.0,79.0,78.0,6.0,0.0
Australia,02 Feb  2017,71.0,69.0,5.0,72.0,72.0,5.0,5.0
Switzerland,02 Feb  2017,74.0,79.0,6.0,78.0,78.0,5.0,6.0
Sweden,02 Feb  2017,77.0,76.0,8.0,76.0,75.0,5.0,8.0
Republic of Ireland,02 Feb  2017,77.0,76.0,8.0,76.0,76.0,5.0,8.0
Korea Republic,02 Feb  2017,74.0,70.0,3.0,74.0,73.0,5.0,3.0
Belgium,02 Feb  2017,84.0,84.0,35.0,82.0,83.0,7.0,35.0
United States,02 Feb  2017,74.0,76.0,24.0,75.0,75.0,6.0,24.0
Norway,02 Feb  2017,73.0,73.0,9.0,74.0,74.0,4.0,9.0
Paraguay,02 Feb  2017,75.0,73.0,3.0,75.0,75.0,4.0,3.0
Ukraine,02 Feb  2017,73.0,70.0,0.0,72.0,76.0,14.0,0.0
Poland,02 Feb  2017,82.0,77.0,20.0,77.0,78.0,5.0,20.0
Bulgaria,02 Feb  2017,69.0,69.0,1.0,70.0,70.0,5.0,1.0
Finland,02 Feb  2017,71.0,69.0,7.0,70.0,71.0,3.0,7.0
Scotland,02 Feb  2017,74.0,72.0,8.0,75.0,74.0,4.0,8.0
Romania,02 Feb  2017,75.0,70.0,9.0,73.0,73.0,5.0,9.0
Austria,02 Feb  2017,76.0,76.0,4.0,79.0,77.0,4.0,4.0
Wales,02 Feb  2017,81.0,76.0,12.0,75.0,76.0,4.0,12.0
Slovenia,02 Feb  2017,75.0,72.0,1.0,75.0,74.0,5.0,1.0
Ecuador,02 Feb  2017,75.0,71.0,5.0,75.0,74.0,5.0,5.0
Tunisia,02 Feb  2017,75.0,71.0,1.0,71.0,73.0,3.0,1.0
Northern Ireland,02 Feb  2017,69.0,72.0,1.0,72.0,71.0,2.0,1.0
Hungary,02 Feb  2017,73.0,70.0,2.0,73.0,72.0,4.0,2.0
China PR,02 Feb  2017,62.0,60.0,6.0,63.0,64.0,3.0,6.0
Netherlands,02 Feb  2017,79.0,80.0,25.0,81.0,80.0,8.0,25.0
Czech Republic,02 Feb  2017,73.0,74.0,6.0,74.0,75.0,5.0,6.0
South Africa,02 Feb  2017,66.0,71.0,0.0,72.0,72.0,4.0,0.0
New Zealand,02 Feb  2017,72.0,65.0,2.0,65.0,66.0,2.0,2.0
Côte d'Ivoire,02 Feb  2017,76.0,76.0,3.0,77.0,76.0,6.0,3.0
Chile,02 Feb  2017,80.0,77.0,27.0,80.0,79.0,7.0,27.0
Colombia,02 Feb  2017,80.0,76.0,23.0,80.0,78.0,7.0,23.0
Peru,02 Feb  2017,69.0,68.0,14.0,69.0,69.0,3.0,14.0
Egypt,02 Feb  2017,73.0,70.0,8.0,72.0,72.0,5.0,8.0
Venezuela,02 Feb  2017,75.0,73.0,12.0,76.0,74.0,2.0,12.0
Bolivia,02 Feb  2017,71.0,66.0,6.0,68.0,68.0,1.0,6.0
India,02 Feb  2017,62.0,58.0,5.0,57.0,60.0,1.0,5.0
Canada,02 Feb  2017,69.0,67.0,4.0,72.0,68.0,2.0,4.0
Saudi Arabia,02 Feb  2017,73.0,73.0,1.0,72.0,72.0,4.0,1.0
Iceland,02 Feb  2017,75.0,71.0,2.0,73.0,72.0,3.0,2.0
Morocco,02 Feb  2017,74.0,77.0,0.0,77.0,76.0,3.0,0.0
Senegal,02 Feb  2017,77.0,76.0,1.0,77.0,76.0,7.0,1.0
Japan,02 Feb  2017,76.0,74.0,0.0,77.0,75.0,5.0,0.0
Iran,02 Feb  2017,76.0,71.0,0.0,71.0,74.0,3.0,0.0
Costa Rica,02 Feb  2017,69.0,73.0,0.0,73.0,73.0,3.0,0.0
Panama,02 Feb  2017,68.0,68.0,0.0,68.0,69.0,1.0,0.0
Brazil,30 Jan  2017,86.0,85.0,48.0,82.0,84.0,10.0,48.0
England,30 Jan  2017,84.0,81.0,24.0,81.0,82.0,8.0,24.0
Italy,30 Jan  2017,80.0,84.0,30.0,81.0,82.0,9.0,30.0
Spain,30 Jan  2017,83.0,86.0,32.0,85.0,85.0,9.0,32.0
France,30 Jan  2017,84.0,82.0,61.0,84.0,84.0,9.0,61.0
Germany,30 Jan  2017,82.0,84.0,63.0,85.0,85.0,10.0,63.0
Argentina,30 Jan  2017,88.0,80.0,38.0,82.0,83.0,9.0,38.0
Portugal,30 Jan  2017,85.0,81.0,37.0,82.0,83.0,8.0,37.0
Turkey,30 Jan  2017,78.0,77.0,12.0,79.0,78.0,6.0,12.0
Nigeria,30 Jan  2017,75.0,73.0,0.0,75.0,75.0,4.0,0.0
Denmark,30 Jan  2017,76.0,76.0,7.0,79.0,78.0,5.0,7.0
Russia,30 Jan  2017,78.0,77.0,6.0,77.0,77.0,6.0,6.0
Mexico,30 Jan  2017,79.0,77.0,50.0,80.0,79.0,7.0,50.0
Uruguay,30 Jan  2017,85.0,80.0,12.0,76.0,80.0,7.0,12.0
Greece,30 Jan  2017,75.0,77.0,5.0,74.0,76.0,6.0,5.0
Croatia,30 Jan  2017,80.0,78.0,1.0,82.0,80.0,6.0,1.0
Cameroon,30 Jan  2017,73.0,70.0,2.0,68.0,70.0,5.0,2.0
Serbia,30 Jan  2017,75.0,76.0,0.0,79.0,78.0,6.0,0.0
Australia,30 Jan  2017,71.0,69.0,5.0,72.0,72.0,5.0,5.0
Switzerland,30 Jan  2017,74.0,79.0,6.0,78.0,78.0,5.0,6.0
Sweden,30 Jan  2017,77.0,76.0,8.0,76.0,75.0,5.0,8.0
Republic of Ireland,30 Jan  2017,77.0,76.0,8.0,76.0,76.0,5.0,8.0
Korea Republic,30 Jan  2017,74.0,70.0,3.0,74.0,73.0,5.0,3.0
Belgium,30 Jan  2017,84.0,84.0,35.0,82.0,83.0,7.0,35.0
United States,30 Jan  2017,74.0,75.0,24.0,75.0,75.0,6.0,24.0
Norway,30 Jan  2017,73.0,73.0,9.0,74.0,74.0,4.0,9.0
Paraguay,30 Jan  2017,75.0,73.0,3.0,75.0,75.0,4.0,3.0
Ukraine,30 Jan  2017,73.0,70.0,0.0,72.0,76.0,14.0,0.0
Poland,30 Jan  2017,82.0,78.0,20.0,76.0,78.0,5.0,20.0
Bulgaria,30 Jan  2017,69.0,69.0,1.0,70.0,70.0,5.0,1.0
Finland,30 Jan  2017,71.0,69.0,7.0,70.0,71.0,3.0,7.0
Scotland,30 Jan  2017,74.0,72.0,8.0,75.0,74.0,4.0,8.0
Romania,30 Jan  2017,75.0,70.0,9.0,73.0,73.0,5.0,9.0
Austria,30 Jan  2017,76.0,76.0,4.0,79.0,77.0,4.0,4.0
Wales,30 Jan  2017,81.0,76.0,12.0,75.0,76.0,4.0,12.0
Slovenia,30 Jan  2017,75.0,72.0,1.0,75.0,74.0,5.0,1.0
Ecuador,30 Jan  2017,75.0,71.0,5.0,75.0,74.0,5.0,5.0
Tunisia,30 Jan  2017,75.0,71.0,1.0,71.0,73.0,3.0,1.0
Northern Ireland,30 Jan  2017,69.0,72.0,1.0,72.0,71.0,2.0,1.0
Hungary,30 Jan  2017,73.0,70.0,2.0,73.0,72.0,4.0,2.0
China PR,30 Jan  2017,62.0,60.0,6.0,63.0,64.0,3.0,6.0
Netherlands,30 Jan  2017,79.0,80.0,25.0,81.0,80.0,8.0,25.0
Czech Republic,30 Jan  2017,73.0,74.0,6.0,74.0,74.0,5.0,6.0
South Africa,30 Jan  2017,66.0,71.0,0.0,72.0,72.0,4.0,0.0
New Zealand,30 Jan  2017,72.0,65.0,2.0,65.0,66.0,2.0,2.0
Côte d'Ivoire,30 Jan  2017,76.0,76.0,3.0,77.0,76.0,6.0,3.0
Chile,30 Jan  2017,80.0,77.0,27.0,80.0,79.0,7.0,27.0
Colombia,30 Jan  2017,80.0,76.0,23.0,80.0,78.0,7.0,23.0
Peru,30 Jan  2017,69.0,68.0,14.0,70.0,69.0,3.0,14.0
Egypt,30 Jan  2017,73.0,70.0,8.0,72.0,72.0,5.0,8.0
Venezuela,30 Jan  2017,75.0,73.0,12.0,76.0,74.0,2.0,12.0
Bolivia,30 Jan  2017,71.0,66.0,6.0,68.0,68.0,1.0,6.0
India,30 Jan  2017,62.0,58.0,5.0,57.0,60.0,1.0,5.0
Canada,30 Jan  2017,69.0,67.0,4.0,72.0,68.0,2.0,4.0
Saudi Arabia,30 Jan  2017,73.0,73.0,1.0,72.0,72.0,4.0,1.0
Iceland,30 Jan  2017,75.0,71.0,2.0,73.0,72.0,3.0,2.0
Morocco,30 Jan  2017,74.0,77.0,0.0,77.0,76.0,3.0,0.0
Senegal,30 Jan  2017,77.0,76.0,1.0,77.0,76.0,7.0,1.0
Japan,30 Jan  2017,76.0,74.0,0.0,77.0,75.0,5.0,0.0
Iran,30 Jan  2017,76.0,71.0,0.0,71.0,74.0,3.0,0.0
Costa Rica,30 Jan  2017,69.0,73.0,0.0,73.0,73.0,3.0,0.0
Panama,30 Jan  2017,68.0,68.0,0.0,68.0,69.0,1.0,0.0
Brazil,26 Jan  2017,86.0,85.0,48.0,82.0,84.0,10.0,48.0
England,26 Jan  2017,84.0,81.0,24.0,81.0,82.0,8.0,24.0
Italy,26 Jan  2017,80.0,84.0,30.0,81.0,82.0,9.0,30.0
Spain,26 Jan  2017,83.0,86.0,32.0,85.0,85.0,9.0,32.0
France,26 Jan  2017,84.0,82.0,61.0,84.0,84.0,9.0,61.0
Germany,26 Jan  2017,82.0,84.0,63.0,85.0,85.0,10.0,63.0
Argentina,26 Jan  2017,88.0,80.0,38.0,82.0,83.0,9.0,38.0
Portugal,26 Jan  2017,85.0,81.0,37.0,82.0,83.0,8.0,37.0
Turkey,26 Jan  2017,78.0,77.0,12.0,79.0,78.0,6.0,12.0
Nigeria,26 Jan  2017,75.0,73.0,0.0,75.0,75.0,4.0,0.0
Denmark,26 Jan  2017,76.0,76.0,7.0,79.0,78.0,5.0,7.0
Russia,26 Jan  2017,78.0,77.0,6.0,77.0,77.0,6.0,6.0
Mexico,26 Jan  2017,79.0,77.0,50.0,80.0,79.0,7.0,50.0
Uruguay,26 Jan  2017,85.0,80.0,12.0,76.0,80.0,7.0,12.0
Greece,26 Jan  2017,75.0,77.0,5.0,74.0,76.0,6.0,5.0
Croatia,26 Jan  2017,80.0,78.0,1.0,82.0,80.0,6.0,1.0
Cameroon,26 Jan  2017,73.0,70.0,2.0,68.0,70.0,5.0,2.0
Serbia,26 Jan  2017,75.0,76.0,0.0,79.0,78.0,6.0,0.0
Australia,26 Jan  2017,71.0,69.0,5.0,72.0,72.0,5.0,5.0
Switzerland,26 Jan  2017,74.0,79.0,6.0,78.0,78.0,5.0,6.0
Sweden,26 Jan  2017,77.0,76.0,8.0,76.0,75.0,5.0,8.0
Republic of Ireland,26 Jan  2017,77.0,76.0,8.0,76.0,76.0,5.0,8.0
Korea Republic,26 Jan  2017,74.0,70.0,3.0,74.0,73.0,5.0,3.0
Belgium,26 Jan  2017,84.0,84.0,35.0,82.0,83.0,7.0,35.0
United States,26 Jan  2017,74.0,75.0,24.0,75.0,75.0,6.0,24.0
Norway,26 Jan  2017,73.0,73.0,9.0,74.0,74.0,4.0,9.0
Paraguay,26 Jan  2017,75.0,73.0,3.0,75.0,75.0,4.0,3.0
Ukraine,26 Jan  2017,73.0,70.0,0.0,72.0,76.0,14.0,0.0
Poland,26 Jan  2017,82.0,78.0,20.0,76.0,78.0,5.0,20.0
Bulgaria,26 Jan  2017,69.0,69.0,1.0,70.0,70.0,5.0,1.0
Finland,26 Jan  2017,71.0,69.0,7.0,70.0,71.0,3.0,7.0
Scotland,26 Jan  2017,74.0,72.0,8.0,75.0,74.0,4.0,8.0
Romania,26 Jan  2017,75.0,70.0,9.0,73.0,73.0,5.0,9.0
Austria,26 Jan  2017,76.0,76.0,4.0,79.0,77.0,4.0,4.0
Wales,26 Jan  2017,81.0,76.0,12.0,75.0,76.0,4.0,12.0
Slovenia,26 Jan  2017,75.0,72.0,1.0,75.0,74.0,5.0,1.0
Ecuador,26 Jan  2017,75.0,71.0,5.0,75.0,74.0,5.0,5.0
Tunisia,26 Jan  2017,75.0,71.0,1.0,71.0,73.0,3.0,1.0
Northern Ireland,26 Jan  2017,69.0,72.0,1.0,72.0,71.0,2.0,1.0
