team,date,attack,defence,full_age,midfield,overall,prestige,start_age
Argentina,12 Jan  2017,88.0,79.0,27.43,83.0,83.0,9.0,28.36
Portugal,12 Jan  2017,84.0,81.0,26.0,82.0,83.0,8.0,26.0
Turkey,12 Jan  2017,78.0,77.0,26.26,79.0,78.0,6.0,27.18
Nigeria,12 Jan  2017,75.0,73.0,24.53,75.0,75.0,4.0,23.55
Denmark,12 Jan  2017,76.0,76.0,24.39,79.0,78.0,5.0,24.27
Russia,12 Jan  2017,78.0,77.0,26.39,77.0,77.0,6.0,27.64
Mexico,12 Jan  2017,79.0,77.0,27.43,79.0,79.0,7.0,27.73
Uruguay,12 Jan  2017,85.0,80.0,27.22,76.0,80.0,7.0,28.36
Greece,12 Jan  2017,75.0,77.0,25.57,74.0,76.0,6.0,26.73
Croatia,12 Jan  2017,80.0,78.0,25.76,82.0,80.0,6.0,27.91
Cameroon,12 Jan  2017,74.0,75.0,24.7,70.0,72.0,5.0,25.55
Serbia,12 Jan  2017,75.0,76.0,25.45,79.0,78.0,6.0,26.0
Australia,12 Jan  2017,71.0,69.0,25.26,73.0,72.0,5.0,24.82
Switzerland,12 Jan  2017,75.0,79.0,25.57,78.0,78.0,5.0,25.55
Sweden,12 Jan  2017,77.0,75.0,25.61,75.0,75.0,5.0,26.73
Republic of Ireland,12 Jan  2017,77.0,75.0,28.3,76.0,76.0,5.0,27.82
Korea Republic,12 Jan  2017,74.0,70.0,26.48,74.0,73.0,5.0,26.18
Belgium,12 Jan  2017,84.0,83.0,26.09,82.0,83.0,7.0,25.91
United States,12 Jan  2017,74.0,76.0,26.43,75.0,75.0,6.0,26.18
Norway,12 Jan  2017,73.0,73.0,26.0,74.0,74.0,4.0,25.55
Paraguay,12 Jan  2017,75.0,73.0,28.39,75.0,75.0,4.0,28.73
Ukraine,12 Jan  2017,73.0,70.0,26.0,72.0,76.0,14.0,25.82
Poland,12 Jan  2017,82.0,78.0,27.65,76.0,78.0,5.0,28.0
Bulgaria,12 Jan  2017,69.0,69.0,26.7,70.0,70.0,5.0,28.91
Finland,12 Jan  2017,71.0,69.0,26.48,70.0,71.0,3.0,27.64
Scotland,12 Jan  2017,74.0,72.0,27.57,75.0,74.0,4.0,26.91
Romania,12 Jan  2017,74.0,69.0,26.48,73.0,73.0,5.0,27.55
Austria,12 Jan  2017,76.0,76.0,26.17,79.0,77.0,4.0,26.18
Wales,12 Jan  2017,81.0,76.0,26.57,75.0,76.0,4.0,26.82
Slovenia,12 Jan  2017,75.0,72.0,26.87,75.0,74.0,5.0,26.91
Ecuador,12 Jan  2017,75.0,71.0,27.17,75.0,74.0,5.0,28.82
Tunisia,12 Jan  2017,75.0,71.0,26.45,71.0,73.0,3.0,25.0
Northern Ireland,12 Jan  2017,69.0,72.0,27.52,72.0,71.0,2.0,28.27
Hungary,12 Jan  2017,73.0,70.0,26.35,73.0,72.0,4.0,27.0
China PR,12 Jan  2017,62.0,60.0,25.04,63.0,64.0,3.0,24.55
Netherlands,12 Jan  2017,78.0,80.0,25.3,81.0,80.0,8.0,26.64
Czech Republic,12 Jan  2017,73.0,74.0,25.52,74.0,74.0,5.0,26.45
South Africa,12 Jan  2017,66.0,71.0,26.96,72.0,72.0,4.0,26.36
New Zealand,12 Jan  2017,72.0,65.0,24.57,65.0,66.0,2.0,25.45
Côte d'Ivoire,12 Jan  2017,76.0,76.0,24.74,77.0,76.0,6.0,25.36
Chile,12 Jan  2017,79.0,77.0,28.65,80.0,79.0,7.0,28.91
Colombia,12 Jan  2017,80.0,76.0,26.57,79.0,78.0,7.0,27.55
Peru,12 Jan  2017,69.0,68.0,24.78,69.0,69.0,3.0,24.91
Egypt,12 Jan  2017,73.0,68.0,27.3,72.0,72.0,5.0,28.82
Venezuela,12 Jan  2017,75.0,73.0,24.39,76.0,74.0,2.0,25.27
Bolivia,12 Jan  2017,71.0,66.0,29.09,68.0,68.0,1.0,31.45
India,12 Jan  2017,62.0,58.0,24.43,57.0,60.0,1.0,24.73
Canada,12 Jan  2017,69.0,67.0,27.0,72.0,68.0,2.0,26.82
Saudi Arabia,12 Jan  2017,73.0,73.0,27.17,72.0,72.0,4.0,29.55
Iceland,12 Jan  2017,75.0,71.0,28.26,73.0,72.0,3.0,30.55
Morocco,12 Jan  2017,74.0,77.0,25.98,77.0,76.0,3.0,28.09
Senegal,12 Jan  2017,77.0,76.0,26.05,77.0,76.0,7.0,25.18
Japan,12 Jan  2017,76.0,74.0,27.0,77.0,75.0,5.0,28.27
Iran,12 Jan  2017,76.0,71.0,26.28,71.0,74.0,3.0,24.64
Costa Rica,12 Jan  2017,69.0,73.0,28.58,73.0,73.0,3.0,28.73
Panama,12 Jan  2017,68.0,68.0,26.98,68.0,69.0,1.0,27.45
Brazil,09 Jan  2017,85.0,85.0,27.22,81.0,84.0,10.0,27.09
England,09 Jan  2017,84.0,80.0,25.39,81.0,81.0,8.0,25.55
Italy,09 Jan  2017,80.0,84.0,26.35,81.0,82.0,9.0,28.45
Spain,09 Jan  2017,83.0,86.0,27.39,85.0,85.0,9.0,27.0
France,09 Jan  2017,84.0,82.0,25.78,84.0,84.0,9.0,27.36
Germany,09 Jan  2017,82.0,84.0,24.7,85.0,85.0,10.0,26.45
Argentina,09 Jan  2017,88.0,79.0,27.43,83.0,83.0,9.0,28.36
Portugal,09 Jan  2017,84.0,81.0,26.0,82.0,83.0,8.0,26.0
Turkey,09 Jan  2017,78.0,77.0,26.26,79.0,78.0,6.0,27.18
Nigeria,09 Jan  2017,75.0,73.0,24.53,75.0,75.0,4.0,23.55
Denmark,09 Jan  2017,76.0,76.0,24.39,79.0,78.0,5.0,24.27
Russia,09 Jan  2017,78.0,77.0,26.39,77.0,77.0,6.0,27.64
Mexico,09 Jan  2017,79.0,77.0,27.43,79.0,79.0,7.0,27.73
Uruguay,09 Jan  2017,85.0,80.0,27.22,76.0,80.0,7.0,28.36
Greece,09 Jan  2017,75.0,77.0,25.57,74.0,76.0,6.0,26.73
Croatia,09 Jan  2017,80.0,78.0,25.76,82.0,80.0,6.0,27.91
Cameroon,09 Jan  2017,73.0,74.0,25.57,73.0,74.0,5.0,26.09
Serbia,09 Jan  2017,75.0,76.0,25.45,79.0,78.0,6.0,26.0
Australia,09 Jan  2017,71.0,69.0,25.26,73.0,72.0,5.0,24.82
Switzerland,09 Jan  2017,75.0,79.0,25.57,78.0,78.0,5.0,25.55
Sweden,09 Jan  2017,77.0,75.0,25.61,75.0,75.0,5.0,26.73
Republic of Ireland,09 Jan  2017,77.0,75.0,28.3,76.0,76.0,5.0,27.82
Korea Republic,09 Jan  2017,74.0,70.0,26.48,74.0,73.0,5.0,26.18
Belgium,09 Jan  2017,84.0,83.0,26.09,82.0,83.0,7.0,25.91
United States,09 Jan  2017,74.0,76.0,26.43,75.0,75.0,6.0,26.18
Norway,09 Jan  2017,73.0,73.0,26.0,74.0,74.0,4.0,25.55
Paraguay,09 Jan  2017,75.0,73.0,28.39,75.0,75.0,4.0,28.73
Ukraine,09 Jan  2017,73.0,70.0,26.0,72.0,76.0,14.0,25.82
Poland,09 Jan  2017,82.0,78.0,27.65,77.0,78.0,5.0,28.0
Bulgaria,09 Jan  2017,69.0,69.0,26.7,70.0,70.0,5.0,28.91
Finland,09 Jan  2017,71.0,68.0,26.48,70.0,71.0,3.0,27.64
Scotland,09 Jan  2017,74.0,72.0,27.57,75.0,74.0,4.0,26.91
Romania,09 Jan  2017,74.0,69.0,26.48,73.0,73.0,5.0,27.55
Austria,09 Jan  2017,76.0,76.0,26.17,79.0,77.0,4.0,26.18
Wales,09 Jan  2017,81.0,76.0,26.57,75.0,76.0,4.0,26.82
Slovenia,09 Jan  2017,75.0,72.0,26.87,75.0,74.0,5.0,26.91
Ecuador,09 Jan  2017,75.0,71.0,27.17,75.0,74.0,5.0,28.82
Tunisia,09 Jan  2017,75.0,71.0,26.45,71.0,73.0,3.0,25.0
Northern Ireland,09 Jan  2017,69.0,72.0,27.52,72.0,71.0,2.0,28.27
Hungary,09 Jan  2017,73.0,70.0,26.35,73.0,72.0,4.0,27.0
China PR,09 Jan  2017,68.0,60.0,25.83,68.0,67.0,3.0,24.36
Netherlands,09 Jan  2017,78.0,80.0,25.3,81.0,80.0,8.0,26.64
Czech Republic,09 Jan  2017,73.0,74.0,25.52,74.0,74.0,5.0,26.45
South Africa,09 Jan  2017,66.0,71.0,26.96,72.0,72.0,4.0,26.36
New Zealand,09 Jan  2017,72.0,65.0,24.57,65.0,66.0,2.0,25.45
Côte d'Ivoire,09 Jan  2017,76.0,76.0,24.74,77.0,76.0,6.0,25.36
Chile,09 Jan  2017,79.0,77.0,28.65,80.0,79.0,7.0,28.91
Colombia,09 Jan  2017,80.0,76.0,26.57,79.0,78.0,7.0,27.55
Peru,09 Jan  2017,69.0,68.0,24.78,69.0,69.0,3.0,24.91
Egypt,09 Jan  2017,73.0,68.0,27.3,72.0,72.0,5.0,28.82
Venezuela,09 Jan  2017,75.0,73.0,24.39,76.0,74.0,2.0,25.27
Bolivia,09 Jan  2017,71.0,66.0,29.09,68.0,68.0,1.0,31.45
India,09 Jan  2017,62.0,58.0,24.43,57.0,60.0,1.0,24.73
Canada,09 Jan  2017,69.0,67.0,27.0,72.0,68.0,2.0,26.82
Saudi Arabia,09 Jan  2017,73.0,73.0,27.17,72.0,72.0,4.0,29.55
Iceland,09 Jan  2017,75.0,71.0,28.26,73.0,72.0,3.0,30.55
Morocco,09 Jan  2017,74.0,77.0,25.98,77.0,76.0,3.0,28.09
Senegal,09 Jan  2017,77.0,76.0,26.05,77.0,76.0,7.0,25.18
Japan,09 Jan  2017,76.0,74.0,27.0,77.0,75.0,5.0,28.27
Iran,09 Jan  2017,76.0,71.0,26.28,71.0,74.0,3.0,24.64
Costa Rica,09 Jan  2017,69.0,73.0,28.58,73.0,73.0,3.0,28.73
Panama,09 Jan  2017,68.0,68.0,26.98,68.0,69.0,1.0,27.45
Brazil,05 Jan  2017,85.0,85.0,27.22,81.0,84.0,10.0,27.09
England,05 Jan  2017,84.0,80.0,25.39,81.0,81.0,8.0,25.55
Italy,05 Jan  2017,80.0,84.0,26.35,81.0,82.0,9.0,28.45
Spain,05 Jan  2017,83.0,86.0,27.39,85.0,85.0,9.0,27.0
France,05 Jan  2017,84.0,82.0,25.78,84.0,84.0,9.0,27.36
Germany,05 Jan  2017,82.0,84.0,24.7,85.0,85.0,10.0,26.45
Argentina,05 Jan  2017,88.0,79.0,27.43,83.0,83.0,9.0,28.36
Portugal,05 Jan  2017,84.0,81.0,26.0,82.0,83.0,8.0,26.0
Turkey,05 Jan  2017,78.0,77.0,26.26,79.0,78.0,6.0,27.18
Nigeria,05 Jan  2017,75.0,73.0,24.53,75.0,75.0,4.0,23.55
Denmark,05 Jan  2017,76.0,76.0,24.39,79.0,78.0,5.0,24.27
Russia,05 Jan  2017,78.0,77.0,26.39,77.0,77.0,6.0,27.64
Mexico,05 Jan  2017,79.0,77.0,27.43,79.0,79.0,7.0,27.73
Uruguay,05 Jan  2017,85.0,80.0,27.22,76.0,80.0,7.0,28.36
Greece,05 Jan  2017,75.0,77.0,25.57,74.0,76.0,6.0,26.73
Croatia,05 Jan  2017,80.0,78.0,25.76,82.0,80.0,6.0,27.91
Cameroon,05 Jan  2017,73.0,74.0,25.57,73.0,74.0,5.0,26.09
Serbia,05 Jan  2017,75.0,76.0,25.45,79.0,78.0,6.0,26.0
Australia,05 Jan  2017,71.0,69.0,25.26,73.0,72.0,5.0,24.82
Switzerland,05 Jan  2017,75.0,79.0,25.57,78.0,78.0,5.0,25.55
Sweden,05 Jan  2017,77.0,75.0,25.61,75.0,75.0,5.0,26.73
Republic of Ireland,05 Jan  2017,77.0,75.0,28.3,76.0,76.0,5.0,27.82
Korea Republic,05 Jan  2017,74.0,70.0,26.48,74.0,73.0,5.0,26.18
Belgium,05 Jan  2017,84.0,83.0,26.09,82.0,83.0,7.0,25.91
United States,05 Jan  2017,74.0,76.0,26.43,75.0,75.0,6.0,26.18
Norway,05 Jan  2017,73.0,73.0,26.0,74.0,74.0,4.0,25.55
Paraguay,05 Jan  2017,75.0,73.0,28.39,75.0,75.0,4.0,28.73
Ukraine,05 Jan  2017,73.0,70.0,26.0,72.0,76.0,14.0,25.82
Poland,05 Jan  2017,82.0,78.0,27.65,77.0,78.0,5.0,28.0
Bulgaria,05 Jan  2017,69.0,69.0,26.7,70.0,70.0,5.0,28.91
Finland,05 Jan  2017,71.0,68.0,26.48,70.0,71.0,3.0,27.64
Scotland,05 Jan  2017,74.0,72.0,27.57,75.0,74.0,4.0,26.91
Romania,05 Jan  2017,74.0,69.0,26.48,73.0,73.0,5.0,27.55
Austria,05 Jan  2017,76.0,76.0,26.17,79.0,77.0,4.0,26.18
Wales,05 Jan  2017,81.0,76.0,26.57,75.0,76.0,4.0,26.82
Slovenia,05 Jan  2017,75.0,72.0,26.87,75.0,74.0,5.0,26.91
Ecuador,05 Jan  2017,75.0,71.0,27.17,75.0,74.0,5.0,28.82
Tunisia,05 Jan  2017,75.0,71.0,26.45,71.0,73.0,3.0,25.0
Northern Ireland,05 Jan  2017,69.0,72.0,27.52,72.0,71.0,2.0,28.27
Hungary,05 Jan  2017,73.0,70.0,26.35,73.0,72.0,4.0,27.0
China PR,05 Jan  2017,68.0,60.0,25.83,68.0,67.0,3.0,24.36
Netherlands,05 Jan  2017,78.0,80.0,25.3,81.0,80.0,8.0,26.64
Czech Republic,05 Jan  2017,73.0,74.0,25.52,74.0,74.0,5.0,26.45
South Africa,05 Jan  2017,66.0,71.0,26.96,72.0,72.0,4.0,26.36
New Zealand,05 Jan  2017,72.0,65.0,24.57,65.0,66.0,2.0,25.45
Côte d'Ivoire,05 Jan  2017,76.0,76.0,24.74,77.0,76.0,6.0,25.36
Chile,05 Jan  2017,79.0,77.0,28.65,80.0,79.0,7.0,28.91
Colombia,05 Jan  2017,80.0,76.0,26.57,79.0,78.0,7.0,27.55
Peru,05 Jan  2017,69.0,68.0,24.78,69.0,69.0,3.0,24.91
Egypt,05 Jan  2017,73.0,68.0,27.3,72.0,72.0,5.0,28.82
Venezuela,05 Jan  2017,75.0,73.0,24.39,76.0,74.0,2.0,25.27
Bolivia,05 Jan  2017,71.0,66.0,29.09,68.0,68.0,1.0,31.45
India,05 Jan  2017,62.0,58.0,24.43,57.0,60.0,1.0,24.73
Canada,05 Jan  2017,69.0,67.0,27.0,72.0,68.0,2.0,26.82
Saudi Arabia,05 Jan  2017,73.0,73.0,27.17,72.0,72.0,4.0,29.55
Iceland,05 Jan  2017,75.0,71.0,28.26,73.0,72.0,3.0,30.55
Morocco,05 Jan  2017,74.0,77.0,25.98,77.0,76.0,3.0,28.09
Senegal,05 Jan  2017,77.0,76.0,26.05,77.0,76.0,7.0,25.18
Japan,05 Jan  2017,76.0,74.0,27.0,77.0,75.0,5.0,28.27
Iran,05 Jan  2017,76.0,71.0,26.28,71.0,74.0,3.0,24.64
Costa Rica,05 Jan  2017,69.0,73.0,28.58,73.0,73.0,3.0,28.73
Panama,05 Jan  2017,68.0,68.0,26.98,68.0,69.0,1.0,27.45
Brazil,03 Jan  2017,85.0,85.0,27.22,81.0,84.0,10.0,27.09
England,03 Jan  2017,84.0,80.0,25.39,81.0,81.0,8.0,25.55
Italy,03 Jan  2017,80.0,84.0,26.35,81.0,82.0,9.0,28.45
Spain,03 Jan  2017,83.0,86.0,27.39,84.0,85.0,9.0,27.0
France,03 Jan  2017,84.0,82.0,25.78,84.0,84.0,9.0,27.36
Germany,03 Jan  2017,82.0,84.0,24.7,85.0,85.0,10.0,26.45
Argentina,03 Jan  2017,88.0,79.0,27.43,83.0,83.0,9.0,28.36
Portugal,03 Jan  2017,84.0,81.0,26.0,82.0,83.0,8.0,26.0
Turkey,03 Jan  2017,78.0,77.0,26.26,79.0,78.0,6.0,27.18
Nigeria,03 Jan  2017,75.0,73.0,24.53,75.0,75.0,4.0,23.55
Denmark,03 Jan  2017,76.0,76.0,24.39,79.0,78.0,5.0,24.27
Russia,03 Jan  2017,78.0,77.0,26.39,77.0,78.0,6.0,27.64
Mexico,03 Jan  2017,79.0,77.0,27.43,80.0,79.0,7.0,27.73
Uruguay,03 Jan  2017,85.0,80.0,27.22,76.0,80.0,7.0,28.36
Greece,03 Jan  2017,75.0,77.0,25.57,74.0,76.0,6.0,26.73
Croatia,03 Jan  2017,80.0,78.0,25.76,82.0,80.0,6.0,27.91
Cameroon,03 Jan  2017,73.0,74.0,25.57,73.0,74.0,5.0,26.09
Serbia,03 Jan  2017,75.0,76.0,25.45,79.0,78.0,6.0,26.0
Australia,03 Jan  2017,72.0,69.0,25.26,73.0,72.0,5.0,24.82
Switzerland,03 Jan  2017,75.0,79.0,25.57,78.0,79.0,5.0,25.55
Sweden,03 Jan  2017,76.0,76.0,25.61,75.0,75.0,5.0,26.73
Republic of Ireland,03 Jan  2017,77.0,75.0,28.3,76.0,76.0,5.0,27.82
Korea Republic,03 Jan  2017,74.0,70.0,26.48,74.0,73.0,5.0,26.18
Belgium,03 Jan  2017,84.0,83.0,26.09,82.0,83.0,7.0,25.91
United States,03 Jan  2017,74.0,76.0,26.43,75.0,75.0,6.0,26.18
Norway,03 Jan  2017,73.0,73.0,26.0,74.0,74.0,4.0,25.55
Paraguay,03 Jan  2017,75.0,73.0,28.39,75.0,75.0,4.0,28.73
Ukraine,03 Jan  2017,73.0,70.0,26.0,72.0,76.0,14.0,25.82
Poland,03 Jan  2017,82.0,78.0,27.65,77.0,79.0,5.0,28.0
Bulgaria,03 Jan  2017,69.0,69.0,26.7,70.0,70.0,5.0,28.91
Finland,03 Jan  2017,71.0,69.0,26.48,70.0,71.0,3.0,27.64
Scotland,03 Jan  2017,74.0,72.0,27.57,75.0,74.0,4.0,26.91
Romania,03 Jan  2017,75.0,69.0,26.48,73.0,74.0,5.0,27.55
Austria,03 Jan  2017,76.0,76.0,26.17,78.0,77.0,4.0,26.18
Wales,03 Jan  2017,81.0,76.0,26.57,75.0,76.0,4.0,26.82
Slovenia,03 Jan  2017,75.0,72.0,26.87,75.0,74.0,5.0,26.91
Ecuador,03 Jan  2017,75.0,71.0,27.17,75.0,74.0,5.0,28.82
Tunisia,03 Jan  2017,75.0,71.0,26.45,71.0,73.0,3.0,25.0
Northern Ireland,03 Jan  2017,69.0,72.0,27.52,72.0,71.0,2.0,28.27
Hungary,03 Jan  2017,73.0,70.0,26.35,73.0,72.0,4.0,27.0
China PR,03 Jan  2017,71.0,69.0,27.04,69.0,70.0,3.0,27.36
Netherlands,03 Jan  2017,78.0,80.0,25.3,81.0,80.0,8.0,26.64
Czech Republic,03 Jan  2017,73.0,74.0,25.52,74.0,74.0,5.0,26.45
South Africa,03 Jan  2017,66.0,71.0,26.96,72.0,72.0,4.0,26.36
New Zealand,03 Jan  2017,72.0,65.0,24.57,65.0,66.0,2.0,25.45
Côte d'Ivoire,03 Jan  2017,78.0,76.0,25.3,78.0,77.0,6.0,25.91
Chile,03 Jan  2017,80.0,77.0,28.65,80.0,79.0,7.0,28.91
Colombia,03 Jan  2017,79.0,76.0,26.57,79.0,78.0,7.0,27.55
Peru,03 Jan  2017,69.0,68.0,24.78,69.0,69.0,3.0,24.91
Egypt,03 Jan  2017,73.0,69.0,27.83,72.0,72.0,5.0,27.64
Venezuela,03 Jan  2017,74.0,73.0,24.39,76.0,74.0,2.0,25.27
Bolivia,03 Jan  2017,71.0,66.0,29.09,68.0,68.0,1.0,31.45
India,03 Jan  2017,62.0,58.0,24.43,57.0,60.0,1.0,24.73
Canada,03 Jan  2017,69.0,67.0,27.0,72.0,68.0,2.0,26.82
Saudi Arabia,03 Jan  2017,73.0,73.0,27.17,72.0,72.0,4.0,29.55
Iceland,03 Jan  2017,75.0,71.0,28.26,73.0,72.0,3.0,30.55
Morocco,03 Jan  2017,74.0,77.0,25.98,77.0,76.0,3.0,28.09
Senegal,03 Jan  2017,77.0,76.0,26.05,77.0,76.0,7.0,25.18
Japan,03 Jan  2017,76.0,74.0,27.0,77.0,75.0,5.0,28.27
Iran,03 Jan  2017,76.0,71.0,26.28,71.0,74.0,3.0,24.64
Costa Rica,03 Jan  2017,69.0,73.0,28.58,73.0,73.0,3.0,28.73
Panama,03 Jan  2017,68.0,68.0,26.98,68.0,69.0,1.0,27.45
Brazil,27 Dec  2016,85.0,85.0,27.22,81.0,84.0,10.0,27.09
England,27 Dec  2016,84.0,80.0,25.39,81.0,81.0,8.0,25.55
Italy,27 Dec  2016,80.0,84.0,26.35,81.0,82.0,9.0,28.45
Spain,27 Dec  2016,83.0,86.0,27.39,84.0,85.0,9.0,27.0
France,27 Dec  2016,84.0,82.0,25.78,84.0,84.0,9.0,27.36
Germany,27 Dec  2016,82.0,84.0,24.7,85.0,85.0,10.0,26.45
Argentina,27 Dec  2016,88.0,79.0,27.43,83.0,83.0,9.0,28.36
Portugal,27 Dec  2016,84.0,81.0,26.0,82.0,83.0,8.0,26.0
Turkey,27 Dec  2016,78.0,77.0,26.26,79.0,78.0,6.0,27.18
Nigeria,27 Dec  2016,75.0,73.0,24.53,75.0,75.0,4.0,23.55
Denmark,27 Dec  2016,76.0,76.0,24.39,79.0,78.0,5.0,24.27
Russia,27 Dec  2016,78.0,77.0,26.39,77.0,78.0,6.0,27.64
Mexico,27 Dec  2016,79.0,77.0,27.43,80.0,79.0,7.0,27.73
Uruguay,27 Dec  2016,85.0,80.0,27.22,76.0,80.0,7.0,28.36
Greece,27 Dec  2016,75.0,77.0,25.57,74.0,76.0,6.0,26.73
Croatia,27 Dec  2016,80.0,78.0,25.76,82.0,80.0,6.0,27.91
Cameroon,27 Dec  2016,73.0,74.0,25.57,73.0,74.0,5.0,26.09
Serbia,27 Dec  2016,75.0,76.0,25.45,79.0,78.0,6.0,26.0
Australia,27 Dec  2016,72.0,69.0,25.26,73.0,72.0,5.0,24.82
Switzerland,27 Dec  2016,75.0,79.0,25.57,78.0,79.0,5.0,25.55
Sweden,27 Dec  2016,76.0,76.0,25.61,75.0,75.0,5.0,26.73
Republic of Ireland,27 Dec  2016,77.0,75.0,28.3,76.0,76.0,5.0,27.82
Korea Republic,27 Dec  2016,74.0,70.0,26.48,74.0,73.0,5.0,26.18
Belgium,27 Dec  2016,84.0,83.0,26.09,82.0,83.0,7.0,25.91
United States,27 Dec  2016,74.0,76.0,26.43,75.0,75.0,6.0,26.18
Norway,27 Dec  2016,73.0,73.0,26.0,74.0,74.0,4.0,25.55
Paraguay,27 Dec  2016,75.0,73.0,28.39,75.0,75.0,4.0,28.73
Ukraine,27 Dec  2016,73.0,70.0,26.0,72.0,76.0,14.0,25.82
Poland,27 Dec  2016,82.0,78.0,27.65,77.0,79.0,5.0,28.0
Bulgaria,27 Dec  2016,69.0,69.0,26.7,70.0,70.0,5.0,28.91
Finland,27 Dec  2016,71.0,69.0,26.48,70.0,71.0,3.0,27.64
Scotland,27 Dec  2016,74.0,72.0,27.57,75.0,74.0,4.0,26.91
Romania,27 Dec  2016,75.0,69.0,26.48,73.0,74.0,5.0,27.55
Austria,27 Dec  2016,76.0,76.0,26.17,78.0,77.0,4.0,26.18
Wales,27 Dec  2016,81.0,76.0,26.57,75.0,76.0,4.0,26.82
Slovenia,27 Dec  2016,75.0,72.0,26.87,75.0,74.0,5.0,26.91
Ecuador,27 Dec  2016,75.0,71.0,27.17,75.0,74.0,5.0,28.82
Tunisia,27 Dec  2016,75.0,71.0,26.45,71.0,73.0,3.0,25.0
Northern Ireland,27 Dec  2016,69.0,72.0,27.52,72.0,71.0,2.0,28.27
Hungary,27 Dec  2016,73.0,70.0,26.35,73.0,72.0,4.0,27.0
China PR,27 Dec  2016,71.0,69.0,27.04,69.0,70.0,3.0,27.36
Netherlands,27 Dec  2016,78.0,80.0,25.3,81.0,80.0,8.0,26.64
Czech Republic,27 Dec  2016,73.0,74.0,25.52,74.0,74.0,5.0,26.45
South Africa,27 Dec  2016,66.0,71.0,26.96,72.0,72.0,4.0,26.36
New Zealand,27 Dec  2016,72.0,65.0,24.57,65.0,66.0,2.0,25.45
Côte d'Ivoire,27 Dec  2016,78.0,76.0,25.3,78.0,77.0,6.0,25.91
Chile,27 Dec  2016,80.0,77.0,28.65,80.0,79.0,7.0,28.91
Colombia,27 Dec  2016,79.0,76.0,26.57,79.0,78.0,7.0,27.55
Peru,27 Dec  2016,69.0,68.0,24.78,69.0,69.0,3.0,24.91
Egypt,27 Dec  2016,73.0,69.0,27.83,72.0,72.0,5.0,27.64
Venezuela,27 Dec  2016,74.0,73.0,24.39,76.0,74.0,2.0,25.27
Bolivia,27 Dec  2016,71.0,66.0,29.09,68.0,68.0,1.0,31.45
India,27 Dec  2016,62.0,58.0,24.43,57.0,60.0,1.0,24.73
Canada,27 Dec  2016,69.0,67.0,27.0,72.0,68.0,2.0,26.82
Saudi Arabia,27 Dec  2016,73.0,73.0,27.17,72.0,72.0,4.0,29.55
Iceland,27 Dec  2016,75.0,71.0,28.26,73.0,72.0,3.0,30.55
Morocco,27 Dec  2016,74.0,77.0,25.98,77.0,76.0,3.0,28.09
Senegal,27 Dec  2016,77.0,76.0,26.05,77.0,76.0,7.0,25.18
Japan,27 Dec  2016,76.0,74.0,27.0,77.0,75.0,5.0,28.27
Iran,27 Dec  2016,76.0,71.0,26.28,71.0,74.0,3.0,24.64
Costa Rica,27 Dec  2016,69.0,73.0,28.58,73.0,73.0,3.0,28.73
Panama,27 Dec  2016,68.0,68.0,26.98,68.0,69.0,1.0,27.45
Brazil,22 Dec  2016,85.0,85.0,27.22,81.0,84.0,10.0,27.09
England,22 Dec  2016,84.0,80.0,25.39,81.0,81.0,8.0,25.55
Italy,22 Dec  2016,80.0,84.0,26.35,81.0,82.0,9.0,28.45
Spain,22 Dec  2016,83.0,86.0,27.39,84.0,85.0,9.0,27.0
France,22 Dec  2016,84.0,82.0,25.78,84.0,84.0,9.0,27.36
Germany,22 Dec  2016,82.0,84.0,24.7,85.0,85.0,10.0,26.45
Argentina,22 Dec  2016,88.0,79.0,27.43,83.0,83.0,9.0,28.36
Portugal,22 Dec  2016,84.0,81.0,26.0,82.0,83.0,8.0,26.0
Turkey,22 Dec  2016,78.0,77.0,26.26,79.0,78.0,6.0,27.18
Nigeria,22 Dec  2016,75.0,73.0,24.53,75.0,75.0,4.0,23.55
Denmark,22 Dec  2016,76.0,76.0,24.39,79.0,78.0,5.0,24.27
Russia,22 Dec  2016,78.0,77.0,26.39,77.0,78.0,6.0,27.64
Mexico,22 Dec  2016,79.0,77.0,27.43,80.0,79.0,7.0,27.73
Uruguay,22 Dec  2016,85.0,80.0,27.22,76.0,80.0,7.0,28.36
Greece,22 Dec  2016,75.0,77.0,25.57,74.0,76.0,6.0,26.73
Croatia,22 Dec  2016,80.0,78.0,25.76,82.0,80.0,6.0,27.91
Cameroon,22 Dec  2016,73.0,74.0,25.57,73.0,74.0,5.0,26.09
Serbia,22 Dec  2016,75.0,76.0,25.45,79.0,78.0,6.0,26.0
Australia,22 Dec  2016,72.0,69.0,25.26,73.0,72.0,5.0,24.82
Switzerland,22 Dec  2016,75.0,79.0,25.57,78.0,79.0,5.0,25.55
Sweden,22 Dec  2016,76.0,76.0,25.61,75.0,75.0,5.0,26.73
Republic of Ireland,22 Dec  2016,77.0,75.0,28.3,76.0,76.0,5.0,27.82
Korea Republic,22 Dec  2016,74.0,70.0,26.48,74.0,73.0,5.0,26.18
Belgium,22 Dec  2016,84.0,83.0,26.09,82.0,83.0,7.0,25.91
United States,22 Dec  2016,74.0,76.0,26.43,75.0,75.0,6.0,26.18
Norway,22 Dec  2016,73.0,73.0,26.0,74.0,74.0,4.0,25.55
Paraguay,22 Dec  2016,75.0,73.0,28.39,75.0,75.0,4.0,28.73
